Job Title,Company,Location,Country,Flag,Tier,Search Keyword,Posted Date,Crawl Date,Source,Easy Apply,Remote / Workplace,Match Score,Visa Sponsorship Mentioned,Required Skills,Resume File Path,Applied Status,Notes,Job URL,City,City Openings
DEVOPS ENGINEER,Wynwood house,Trabajo desde casa,Oman,🇴🇲,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_OMAN.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010222455371,Trabajo desde casa,6
DevOps Engineer,NTT DATA,Lima,Oman,🇴🇲,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_OMAN.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010181237977,Lima,6
DevOps Engineer- Freelance,GrowBy - Hub de Especialistas Digitales,Trabajo desde casa,Oman,🇴🇲,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_OMAN.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010228447194,Trabajo desde casa,6
"DevOps Engineer, Talent Pipeline (GitHub Migration Projects) (Remote - LATAM)",Atmosera,Trabajo desde casa,Oman,🇴🇲,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,Remote,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_OMAN.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010216422101,Trabajo desde casa,6
Senior DevOps engineer - URP,Group-IB,Trabajo desde casa,Oman,🇴🇲,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_OMAN.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010189262607,Trabajo desde casa,6
Cloud Engineer,GrowBy - Hub de Especialistas Digitales,Trabajo desde casa,Oman,🇴🇲,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_OMAN.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010200916471,Trabajo desde casa,6
Senior DevOps Engineer,Consorcio Cueva,Surco,Oman,🇴🇲,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_OMAN.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010226626121,Surco,1
DevOps Engineer Senior (Azure),"Bluetab, an IBM Company",San Isidro,Oman,🇴🇲,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,Azure,Country_Resumes/Hemachandiran_Giri_CV_OMAN.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010096372591,San Isidro,2
QA Functional & Automation Engineer - J,Kyndryl,Lima,Oman,🇴🇲,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_OMAN.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010156135844,Lima,6
Security Engineer (Modernization & Hybrid Cloud),Kyndryl,Lima,Oman,🇴🇲,2,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_OMAN.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010156121948,Lima,6
Sr. Forward Deployed Engineer,Databricks,Peru,Oman,🇴🇲,2,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_OMAN.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010215031961,Peru,4
Infrastructure/Cloud Project Management,Kyndryl,Lima,Oman,🇴🇲,2,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_OMAN.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010160311138,Lima,6
AI Engineer,Kyndryl,Lima,Oman,🇴🇲,2,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_OMAN.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010205106698,Lima,6
Endpoint Engineer,World Vision International,Peru,Oman,🇴🇲,2,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_OMAN.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009800952554,Peru,4
Sr. Substrates Development and Ramp Engineer,Intel Corporation,Peru,Oman,🇴🇲,2,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_OMAN.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010208990198,Peru,4
Substrates HVM Engineer,Intel Corporation,Peru,Oman,🇴🇲,2,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_OMAN.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010205479638,Peru,4
Senior Engineer – Observability Engineering,Levi Strauss,San Isidro,Oman,🇴🇲,2,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_OMAN.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010159191568,San Isidro,2
Delivery Manager,Kyndryl,Lima,Oman,🇴🇲,2,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_OMAN.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010166453759,Lima,6
DevOps Engineer,GEM SYSTEM,Prague,France,🇫🇷,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1007548248628,Prague,25
Devops Engineer,Notix,Prague,France,🇫🇷,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1008600534123,Prague,25
DevOps Engineer,JoinIT sro,Prague,France,🇫🇷,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1007840653165,Prague,25
Junior DevOps Engineer,Orchitech Solutions,Prague,France,🇫🇷,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009749750942,Prague,25
DevOps Engineer,Mycroft Mind,Brno,France,🇫🇷,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1007547844080,Brno,6
"DevOps Engineer / Architect (Senior / Medior) - Cloud, automatizace a architektura napříč AI a digitalizačními projekty",DNAI,Prague,France,🇫🇷,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009175193493,Prague,25
DevOps Engineer,Vilgain,Prague,France,🇫🇷,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010205798322,Prague,25
DevOps engineer,Edhouse,Zlín,France,🇫🇷,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009568889502,Zlín,1
DevOps Engineer — Full-Time,Altersis,Prague,France,🇫🇷,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010154098496,Prague,25
Data DevOps Engineer,Revolt BI,Prague,France,🇫🇷,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009497020331,Prague,25
Site Reliability Engineer,Thales,Prague,France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010228840682,Prague,25
Cloud DevOps Engineer,Thales,Prague,France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010145034201,Prague,25
Cloud DevOps Engineer,Thales,Prague,France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010224732930,Prague,25
Cloud Platform Engineer,8am,Brno,France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010109384251,Brno,6
Senior Platform Engineer (Cloud Workloads),Veeam Software,Prague,France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010148455678,Prague,25
Platform Engineer,Sky,Prague,France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010107093785,Prague,25
Staff DevOps Platform Engineer,Cloudera,Prague,France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010179732974,Prague,25
Senior DevOps / Platform Engineer,OpenVPN Technologies,Prague,France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010227557788,Prague,25
Associate DevOps Engineer,DHL,Prague,France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010092842352,Prague,25
DevOps Engineer,Avenga,Prague,France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009762634387,Prague,25
"Senior Lead, Site Reliability Engineer","Kyndryl Client Center, s.r.o. Brno-město",South Moravian,France,🇫🇷,2,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010128962317,South Moravian,1
Specialisté v oblasti bezpečnosti dat a příbuzní pracovníci,ZELENKA,Prague,France,🇫🇷,2,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010026923093,Prague,25
Vývojář software,"Tritium Systems, s.r.o.",Prague,France,🇫🇷,2,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1006263997980,Prague,25
QA Automation Engineer,Ixperta,Brno,France,🇫🇷,2,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010165542628,Brno,6
IT FULL STACK DEVELOPER,Elem6,Prague,France,🇫🇷,2,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1008665942446,Prague,25
Software Developer,Chropynska,Trenčín,France,🇫🇷,2,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010166494248,Trenčín,1
AGENTIC AI ENGINEER / CODEXIS,Atlas Consulting Group,Brno,France,🇫🇷,2,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009863156137,Brno,6
Cloud Platform Engineer (20h/týdně),Masaryk University,Brno,France,🇫🇷,2,Platform Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010226514934,Brno,6
AI Platform Engineer — DEK a.s.,DEK Deutsche Extrakt Kaffee,Czech Republic,France,🇫🇷,2,Platform Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010221946296,Czech Republic,1
Cloud Expert,Vodafone,Prague,France,🇫🇷,2,Platform Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009898648943,Prague,25
DEVCITY NEW ! DevOps Engineer - Train safety systems,Devcity,Prague,France,🇫🇷,2,Platform Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1007369349434,Prague,25
Senior DevSecOps Engineer,MIBCON,Prague,France,🇫🇷,2,Platform Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009837927929,Prague,25
Gen AI Engineer – GCP,Accenture,Prague,France,🇫🇷,2,Platform Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,GCP,Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010035823000,Prague,25
AGENTIC AI ENGINEER,Atlas Consulting Group,Brno,France,🇫🇷,2,Platform Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009845098739,Brno,6
Support & Delivery Engineer L2,Daktela s.r.o.,Prague,France,🇫🇷,2,Platform Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009789518329,Prague,25
Manager - Cloud DevSecOps,Deloitte,"Philadelphia, PA",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010158387901,Philadelphia,24
Infra and DevOps Engineer,Deloitte,"Philadelphia, PA",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010147782999,Philadelphia,24
"Senior Infra and DevOps Cloud Engineer - Senior Delivery Consultant, Infrastructure Engineering Solutions",Deloitte,"Philadelphia, PA",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010143579786,Philadelphia,24
Cyber Senior Consultant - Cloud DevSecOps,Deloitte,"Philadelphia, PA",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010158387866,Philadelphia,24
"Infra and DevOps Cloud Architect - Delivery Architect, Infrastructure Engineering Technical Solutions",Deloitte,"Philadelphia, PA",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010147784175,Philadelphia,24
DevSecOps Engineering Manager,Lockheed Martin,"King of Prussia, PA",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010116424630,King of Prussia,5
Lead DevSecOps Engineer - Clearance Required,Lockheed Martin,"King of Prussia, PA",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010195847474,King of Prussia,5
Senior DevSecOps Engineer - Clearance Required,Lockheed Martin,"King of Prussia, PA",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010195847791,King of Prussia,5
Senior DevSecOps Engineer,Lockheed Martin,"King of Prussia, PA",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010199974666,King of Prussia,5
DevSecOps Engineer - Top Secret Clearance Required to Start,Lockheed Martin,"King of Prussia, PA",Austria,🇦🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010170764240,King of Prussia,5
Cyber Oracle Cloud Security - Consultant / Security Engineer II,Deloitte,"Philadelphia, PA",Austria,🇦🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010143580491,Philadelphia,24
"Senior, Full Stack Engineer - Tax Transformation",Deloitte,"Philadelphia, PA",Austria,🇦🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010221552393,Philadelphia,24
Cyber - AWS Cloud Security - Senior Manager,Deloitte,"Philadelphia, PA",Austria,🇦🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,AWS,Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010221552623,Philadelphia,24
Cyber - Cloud Architect - Senior Consultant,Deloitte,"Philadelphia, PA",Austria,🇦🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010147781453,Philadelphia,24
Senior Data Scientist Engineer - SFL Scientific,Deloitte,"Philadelphia, PA",Austria,🇦🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010143582572,Philadelphia,24
